CIA,Bloque,PAD,POZO,ETAPA,CAUDAL PROMEDIO(BPM),PRESION PROMEDIO (PSI),CFR,CLUSTER,DISPAROS,MPA I,TAPON (MTS),ISIP POST
HASA,NARAMBUENA,N4,N-36(h),18,"90,3",10828,"3,3",10,20,,4914,5810
HASA,LOMA CAMPANA,LC325,LLL-1863(h),74,"90,3",10895,"5,0",10,30,FLUIDO,3614,6235
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),26,"90,3",10987,"5,0",12,24,,5604,6393
HASA,LA AMARGA CHICA,LACH104,LACh-476(h),15,"90,3",11018,"3,3",10,30,,5691,5843
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),7,"90,3",11021,"3,3",10,30,,5954,6060
HASA,BAJO DEL TORO,BDTN7,BdTN-286(h),42,"90,3",11031,"3,3",10,30,,4221,6229
HASA,LOMA CAMPANA,LC276-2,LLL-1814(h),14,"90,3",11040,"3,3",10,30,,5855,6536
HASA,LOMA CAMPANA,LC339,LLL-1992(h),28,"90,3",11125,"3,3",12,36,,4332,6883
HASA,AGUADA DEL CHAÑAR,ADCH34,AdCh-1267(h),14,"90,3",10877,"2,5",10,30,,5363,4838
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),56,"90,4",10340,"2,5",12,24,,4444,6372
HASA,LA AMARGA CHICA,LACH105,LACh-817(h),10,"90,4",9897,"2,5",10,20,,5504,5575
HASA,BANDURRIA SUR,LCAV132,LCav-847(h),28,"90,4",10274,"2,5",10,30,,4564,6372
HASA,LA AMARGA CHICA,LACH104,LACh-477(h),25,"90,4",10868,"2,5",10,30,,5195,5992
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),33,"90,4",10900,"2,5",10,30,,4614,5974
HASA,BANDURRIA SUR,LCAV21,LCav-802(h),22,"90,4",10909,"6,7",10,30,FLUIDO,4242,6458
HASA,LOMA CAMPANA,LC339,LLL-1989(h),37,"90,4",10963,"4,2",12,36,,4591,6638
HASA,LOMA CAMPANA,LC339,LLL-1989(h),34,"90,4",10963,"4,2",12,36,,4771,6692
HASA,LA AMARGA CHICA,LACH60-2,LACh-416(h),61,"90,4",11030,"3,3",10,30,,4451,6563
HASA,LA AMARGA CHICA,LACH94,LACh-332(h),30,"90,5",8578,"2,5",10,30,,3418,5995
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),27,"90,5",9931,"1,7",10,30,,4690,6147
HASA,LA AMARGA CHICA,LACH149,LACh-591(h),6,"90,5",10010,"3,3",12,36,,5059,5595
HASA,BANDURRIA SUR,LCAV132,LCav-682(h),26,"90,5",10421,"2,5",10,30,,4700,6365
HASA,LOMA CAMPANA,LC339,LLL-1992(h),43,"90,5",10500,"3,3",12,36,,3432,6550
HASA,NARAMBUENA,N4,N-36(h),23,"90,5",10851,"2,5",10,20,,4664,5950
HASA,LA AMARGA CHICA,LACH105,LACh-392(h),14,"90,5",10986,"2,5",12,24,,5460,5945
HASA,LOMA CAMPANA,LC339,LLL-1991(h),27,"90,5",10990,"4,2",10,30,,4587,6661
HASA,LOMA CAMPANA,LC325,LLL-1863(h),81,"90,5",10998,"4,2",10,30,,3194,5976
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),16,"90,5",11015,"4,2",10,30,,5662,5783
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),5,"90,5",11019,"4,2",10,30,,6074,5949
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),55,"90,5",10044,"3,3",12,24,,4504,6404
HASA,BANDURRIA SUR,LCAV132,LCav-679(h),24,"90,6",9899,"2,5",10,30,,4724,6137
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),55,"90,6",10209,"3,3",12,24,,4526,6438
HASA,LA AMARGA CHICA,LACH177,LACh-705(h),8,"90,6",10896,"5,8",8,24,,6884,5660
HASA,LOMA CAMPANA,LC325,LLL-1864(h),56,"90,6",10117,"5,8",10,30,,5148,5905
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),84,"90,6",10330,"2,5",10,30,,3375,6418
HASA,LOMA CAMPANA,LC322,LLL-1825(h),52,"90,6",11005,"5,0",10,20,,5321,6048
HASA,LOMA CAMPANA,LC325,LLL-1865(h),77,"90,6",11040,"3,3",11,33,FLUIDO,3319,5961
HASA,LA AMARGA CHICA,LACH135,LACh-533(h),30,"90,6",10868,"4,2",10,30,,4623,6845
HASA,LA AMARGA CHICA,LACH177,LACh-704(h),8,"90,6",10877,"4,2",8,24,,6940,5864
HASA,LA AMARGA CHICA,LACH177,LACh-705(h),9,"90,7",10830,"4,2",8,24,,6836,5685
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),64,"90,7",9890,"3,3",12,24,,3964,6390
HASA,LA AMARGA CHICA,LACH67,LACh-206(h),29,"90,7",10170,"3,3",12,24,,3752,6461
HASA,LOMA CAMPANA,LC339,LLL-1991(h),48,"90,7",10370,"3,3",11,33,,3321,6619
HASA,LOMA CAMPANA,LC322,LLL-1827(h),57,"90,7",10569,"5,0",10,20,,4446,6332
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),36,"90,7",10668,"2,5",10,30,,4188,6312
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),33,"90,7",10832,"3,3",12,24,,5554,6420
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),24,"90,7",11013,"4,2",10,30,,4908,6442
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),58,"90,7",11080,"2,5",10,30,,4675,6884
HASA,LOMA CAMPANA,LC325,LLL-1864(h),81,"90,8",11010,"4,2",12,36,,3708,6530
HASA,AGUADA DEL CHAÑAR,ADCH57,AdCh-1258(h),37,"90,8",8919,"2,5",12,36,,3354,5371
HASA,BANDURRIA SUR,LCAV12-1,LCav-414(h),15,"90,8",9632,"2,5",12,24,,4110,5979
HASA,LOMA CAMPANA,LC319,LLL-1783(h),61,"90,8",10211,"1,7",12,24,,3907,6528
HASA,LOMA CAMPANA,LC339,LLL-1990(h),41,"90,8",10903,"3,3",10,30,,3975,6678
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),8,"90,8",10906,"4,2",10,30,,5894,6241
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),25,"90,8",10916,"4,2",10,30,,5094,5920
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),23,"90,8",11013,"3,3",10,30,,5169,6038
HASA,LA AMARGA CHICA,LACH135,LACh-533(h),31,"90,8",11030,"4,2",10,30,,4563,6505
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),22,"90,8",10486,"5,0",12,24,,5844,6301
HASA,LOMA CAMPANA,LC322,LLL-1827(h),64,"90,9",10641,"5,0",10,20,FLUIDO,4096,6266
HASA,LOMA CAMPANA,LC325,LLL-1863(h),79,"90,9",10820,"3,3",10,30,,3314,6038
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),56,"90,9",10876,"3,3",12,24,,4466,6374
HASA,LOMA CAMPANA,LC319,LLL-1783(h),53,"90,9",10892,"1,7",12,24,,4387,5762
HASA,BANDURRIA SUR,LCAV12-1,LCav-416(h),27,"90,9",10958,"2,5",12,24,,3760,6223
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),55,"90,9",11180,"2,5",10,30,,4825,6858
HASA,BANDURRIA SUR,LCAV132,LCav-847(h),29,"91,0",10494,"2,5",10,30,,4515,6587
HASA,LA AMARGA CHICA,LACH105,LACh-817(h),5,"91,0",10850,"2,5",10,30,,5853,5560
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),53,"91,0",10954,"3,3",12,24,,4624,6416
HASA,AGUADA DEL CHAÑAR,ADCH57,AdCh-1258(h),34,"91,0",8849,"2,5",12,24,,3534,5345
HASA,LOMA CAMPANA,LC319,LLL-1785(h),60,"91,0",9853,"1,7",10,30,,3353,6694
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-2(h),25,"91,0",10330,"5,0",10,30,,3602,6292
HASA,LOMA CAMPANA,LC322,LLL-1828(h),65,"91,0",10411,"4,2",12,24,,4014,6272
HASA,NARAMBUENA,N4,N-37(h),31,"91,0",10438,"3,3",10,20,,4008,5550
HASA,LOMA CAMPANA,LC322,LLL-1825(h),81,"91,0",10440,"3,3",10,20,,3871,6583
HASA,AGUADA DEL CHAÑAR,ADCH57,AdCh-1257(h),2,"91,0",10520,"4,2",12,36,,5426,5166
HASA,BANDURRIA SUR,LCAV132,LCav-678(h),20,"91,0",10560,"2,5",10,30,,4744,6230
HASA,LOMA CAMPANA,LC319,LLL-1783(h),36,"91,0",10570,"4,2",12,24,,5407,6606
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-1(h),6,"91,0",10572,"5,0",10,30,FLUIDO,4714,6312
HASA,NARAMBUENA,N4,N-36(h),43,"91,0",10572,"2,5",10,20,,3649,5524
HASA,NARAMBUENA,N4,N-35(h),36,"91,0",10573,"5,8",10,20,,3662,6400
HASA,NARAMBUENA,N4,N-36(h),44,"91,0",10574,"2,5",10,20,,3589,5510
HASA,BANDURRIA SUR,LCAV12-1,LCav-416(h),30,"91,0",10580,"2,5",12,24,,3580,6021
HASA,LOMA CAMPANA,LC339,LLL-1992(h),42,"91,0",10647,"4,2",12,36,,3492,6567
HASA,BANDURRIA SUR,LCAV102,LCav-169(h),15,"91,0",10654,"3,3",10,30,,5875,6010
HASA,BANDURRIA SUR,LCAV59-1,LCav-723(h),32,"91,0",10676,"3,3",10,20,,4356,6413
HASA,LOMA CAMPANA,LC322,LLL-1826(h),85,"91,0",10677,"3,3",8,24,,3922,6428
HASA,BANDURRIA SUR,LCAV132,LCav-1000(h),15,"91,0",10684,"2,5",10,30,,5150,6242
HASA,LOMA CAMPANA,LC319,LLL-1786(h),43,"91,0",10689,"1,7",12,24,,4104,4980
HASA,LA AMARGA CHICA,LACH104,LACh-476(h),18,"91,0",10690,"2,5",10,30,,5511,5753
HASA,NARAMBUENA,N4,N-38(h),7,"91,0",10715,"5,0",8,24,,6415,4550
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),18,"91,0",10725,"2,5",10,30,,5140,6123
HASA,LOMA CAMPANA,LC322,LLL-1826(h),83,"91,0",10740,"3,3",8,24,,4002,6404
HASA,LOMA CAMPANA,LC322,LLL-1827(h),54,"91,0",10753,"8,3",10,20,,4596,6288
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),35,"91,0",10790,"2,5",10,30,,4407,6036
HASA,LA AMARGA CHICA,LACH105,LACh-392(h),12,"91,0",10813,"3,3",10,30,,5578,5864
HASA,LA ANGOSTURA SUR,LAJE29,LajE-107(h),19,"91,0",10832,"4,2",12,24,FLUIDO,5901,6184
HASA,LOMA CAMPANA,LC339,LLL-1991(h),43,"91,0",10840,"3,3",10,30,,3621,6801
HASA,NARAMBUENA,N4,N-35(h),16,"91,0",10842,"3,3",10,20,,4862,6287
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),37,"91,0",10850,"2,5",10,30,,5072,6245
HASA,BANDURRIA SUR,LCAV21,LCav-800(h),3,"91,0",10854,"4,2",10,30,,5442,5083
HASA,LOMA CAMPANA,LC322,LLL-1828(h),64,"91,0",10854,"4,2",12,24,CORTA ARENA,4074,6443
HASA,LA ANGOSTURA SUR,LAJE29,LajE-107(h),8,"91,0",10858,"3,3",8,24,,6525,5895
HASA,NARAMBUENA,N4,N-37(h),23,"91,0",10870,"3,3",10,20,,4488,5620
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),40,"91,0",10871,"3,3",12,24,,4764,6641
HASA,BANDURRIA SUR,LCAV132,LCav-678(h),24,"91,0",10880,"2,5",10,30,,4504,6258
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),42,"91,0",10885,"3,3",12,24,,5014,6721
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),22,"91,0",10892,"4,2",10,30,,5229,5932
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),38,"91,0",10900,"1,7",10,30,,5022,5877
HASA,NARAMBUENA,N4,N-37(h),30,"91,0",10900,"3,3",10,20,,4068,5658
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),19,"91,0",10908,"4,2",10,30,,5409,6052
HASA,LA AMARGA CHICA,LACH105,LACh-391(h),8,"91,0",10908,"3,3",10,20,,5738,5649
HASA,LOMA CAMPANA,LC276-2,LLL-1813(h),36,"91,0",10910,"2,5",10,30,,5122,6218
HASA,BANDURRIA SUR,LCAV102,LCav-167(h),35,"91,0",10925,"4,2",10,30,,4677,6382
HASA,BANDURRIA SUR,LCAV102,LCav-171(h),34,"91,0",10940,"3,3",10,30,,4746,6265
HASA,LOMA CAMPANA,LC319,LLL-1786(h),36,"91,0",10943,"1,7",12,24,,4524,6731
HASA,BANDURRIA SUR,LCAV21,LCav-801(h),8,"91,0",10946,"5,0",12,36,CLEAN SWEEP,4970,5841
HASA,LOMA CAMPANA,LC319,LLL-1784(h),46,"91,0",10950,"1,7",10,30,FLUIDO,4512,6608
HASA,LA AMARGA CHICA,LACH105,LACh-389(h),18,"91,0",10969,"3,3",12,24,,5334,5649
HASA,BANDURRIA SUR,LCAV12-1,LCav-413(h),11,"91,0",10970,"3,3",12,24,,4272,6200
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),34,"91,0",10982,"3,3",12,24,,5758,6195
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),27,"91,0",10987,"5,0",12,24,,5914,6487
HASA,LA AMARGA CHICA,LACH105,LACh-389(h),17,"91,0",10996,"3,3",12,24,,5394,5736
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),18,"91,0",10996,"3,3",10,30,,6224,6307
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),13,"91,0",11000,"3,3",10,30,,5727,6143
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),18,"91,0",11000,"4,2",10,30,,5542,5890
HASA,LOMA CAMPANA,LC319,LLL-1784(h),37,"91,0",11000,"3,3",10,30,,5052,6619
HASA,BANDURRIA SUR,LCAV75,LCav-885(h),4,"91,0",11004,"3,3",10,30,,5769,6151
HASA,LOMA CAMPANA,LC339,LLL-1990(h),30,"91,0",11005,"4,2",10,30,,4653,6652
HASA,BANDURRIA SUR,LCAV75,LCav-887(h),6,"91,0",11010,"3,3",12,24,,5210,6302
HASA,BANDURRIA SUR,LCAV75,LCav-889(h),6,"91,0",11015,"3,3",12,24,,5704,6244
HASA,LOMA CAMPANA,LC322,LLL-1827(h),43,"91,0",11017,"5,0",10,20,,5168,6322
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),17,"91,0",11021,"4,2",10,30,FLUIDO,6284,6368
HASA,LA AMARGA CHICA,LACH105,LACh-391(h),26,"91,0",11023,"2,5",10,20,,4478,5660
HASA,LA AMARGA CHICA,LACH83,LACh-274(h),29,"91,0",11030,"3,3",10,30,,4854,5972
HASA,LA AMARGA CHICA,LACH105,LACh-391(h),23,"91,0",11035,"2,5",10,20,,4688,5654
HASA,LA AMARGA CHICA,LACH67,LACh-1027(h),72,"91,0",11040,"2,5",12,24,,3506,6648
HASA,LOMA CAMPANA,LC339,LLL-1990(h),42,"91,0",11043,"3,3",10,30,,3915,6694
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),23,"91,0",11050,"3,3",10,30,,4994,5940
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),2,"91,0",11060,"5,0",10,30,FLUIDO,6387,5749
HASA,LA AMARGA CHICA,LACH60-2,LACh-417(h),52,"91,0",11063,"4,2",10,30,FLUIDO,5353,6814
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),25,"91,0",11075,"5,8",12,24,,6034,6424
HASA,LOMA CAMPANA,LC276-2,LLL-1816(h),14,"91,0",11080,"3,3",10,30,,5839,6224
HASA,LA AMARGA CHICA,LACH60-2,LACh-419(h),56,"91,0",11105,"2,5",10,30,,4775,6825
HASA,LOMA CAMPANA,LC325,LLL-1863(h),80,"91,1",10921,"3,3",11,33,,3254,6113
HASA,LOMA CAMPANA,LC322,LLL-1825(h),90,"91,1",10430,"4,2",10,20,,3421,6423
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),48,"91,1",9694,"2,5",10,30,,3494,5829
HASA,BANDURRIA SUR,LCAV75,LCav-887(h),2,"91,1",10537,"5,8",12,24,,5450,6095
HASA,LOMA CAMPANA,LC339,LLL-1992(h),35,"91,1",10814,"3,3",12,36,,3912,6942
HASA,,LCAV105-2,LCav-129(h),3,"91,1",10935,"5,0",8,24,,6498,5990
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),53,"91,1",10966,"2,5",12,24,,4354,6500
HASA,BANDURRIA SUR,LCAV12-1,LCav-415(h),16,"91,1",11091,"3,3",12,24,,3922,5888
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),21,"91,1",10994,"5,8",12,24,,6274,6233
HASA,LA AMARGA CHICA,LACH104,LACh-479(h),2,"91,2",10554,"4,2",10,30,FLUIDO,6376,5623
HASA,BANDURRIA SUR,LCAV21,LCav-800(h),21,"91,2",10990,"4,2",10,30,,4362,6256
HASA,LA AMARGA CHICA,LACH67,LACh-206(h),33,"91,2",9900,"2,5",12,24,,3512,6470
HASA,LA AMARGA CHICA,LACH104,LACh-479(h),51,"91,2",10616,"3,3",10,30,,3435,6190
HASA,LOMA CAMPANA,LC339,LLL-1992(h),34,"91,2",10924,"3,3",12,36,,3972,6913
HASA,LA AMARGA CHICA,LACH112,LACh-426(h),17,"91,2",10938,"4,2",10,30,,6243,6311
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),36,"91,2",10948,"3,3",10,30,,4347,5773
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),20,"91,2",11007,"4,2",10,30,,5349,6167
HASA,LA AMARGA CHICA,LACH177,LACh-711(h),9,"91,2",10814,"4,2",8,24,,6805,5644
HASA,BANDURRIA SUR,LCAV132,LCav-847(h),12,"91,2",10932,"4,2",10,30,,5364,6384
HASA,LA AMARGA CHICA,LACH177,LACh-705(h),31,"91,2",10914,"1,7",12,24,,5552,5872
HASA,LA AMARGA CHICA,LACH67,LACh-206(h),2,"91,3",11027,"5,8",12,24,,5372,6055
HASA,BANDURRIA SUR,LCAV75,LCav-885(h),16,"91,3",11011,"2,5",10,30,,5049,6354
HASA,LOMA CAMPANA,LC339,LLL-1989(h),57,"91,3",10441,"4,2",12,36,,3369,6476
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-1(h),25,"91,3",10670,"5,0",10,30,,3574,6297
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),26,"91,3",10740,"3,3",10,30,,4989,5858
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-2(h),18,"91,3",10930,"5,0",10,30,,4022,6257
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),37,"91,3",10967,"3,3",10,30,,4287,5800
HASA,LOMA CAMPANA,LC339,LLL-1990(h),47,"91,3",10990,"3,3",10,30,,3615,6637
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),15,"91,3",11004,"3,3",10,30,,5607,5880
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),38,"91,3",11020,"3,3",10,30,,4342,6135
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),19,"91,3",11067,"5,8",12,24,,6394,6206
HASA,LA ANGOSTURA SUR,LAJE29,LajE-96(h),38,"91,4",10708,"2,5",12,24,,4525,5649
HASA,AGUADA DEL CHAÑAR,ADCH57,AdCh-1255(h),20,"91,4",9945,"2,5",12,24,,4424,5530
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),31,"91,4",10183,"2,5",10,30,,4490,6057
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),41,"91,4",10553,"2,5",10,30,,4844,6621
HASA,BANDURRIA SUR,LCAV132,LCav-1000(h),20,"91,4",10555,"2,5",12,24,,4851,6298
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),52,"91,4",10743,"2,5",10,30,,5044,6889
HASA,LOMA CAMPANA,LC325,LLL-1866(h),76,"91,4",10890,"3,3",10,30,,3425,5927
HASA,LA AMARGA CHICA,LACH112,LACh-427(h),33,"91,4",10950,"3,3",10,30,,5324,6367
HASA,LOMA CAMPANA,LC319,LLL-1784(h),47,"91,4",10958,"2,5",10,30,,4452,6682
HASA,LOMA CAMPANA,LC339,LLL-1990(h),37,"91,4",10962,"3,3",10,30,,4233,6578
HASA,BANDURRIA SUR,LCAV75,LCav-885(h),10,"91,4",11113,"3,3",10,30,,5409,6211
HASA,BANDURRIA SUR,LCAV59-1,LCav-728(h),3,"91,4",10853,"3,3",10,20,,5989,6372
HASA,LA AMARGA CHICA,LACH177,LACh-710(h),10,"91,5",10845,"4,2",8,24,,6824,5681
HASA,BANDURRIA SUR,LCAV59-1,LCav-726(h),5,"91,5",10965,"3,3",10,20,,5568,6465
HASA,,LCAV105-2,LCav-119(h),4,"91,5",11038,"5,0",8,24,,6616,6386
HASA,LA AMARGA CHICA,LACH94,LACh-333(h),5,"91,5",9535,"2,5",10,30,,4780,5792
HASA,BANDURRIA SUR,LCAV21,LCav-854(h),18,"91,5",9820,"5,8",12,36,FLUIDO,4908,5934
HASA,LA AMARGA CHICA,LACH149,LACh-596(h),2,"91,5",10100,"5,0",10,30,FLUIDO,5921,5272
HASA,LOMA CAMPANA,LC339,LLL-1992(h),44,"91,5",10143,"3,3",12,36,,3366,6517
HASA,LA AMARGA CHICA,LACH149,LACh-594(h),6,"91,5",10243,"3,3",12,36,,5380,5733
HASA,LA AMARGA CHICA,LACH104,LACh-478(h),26,"91,5",10811,"3,3",10,30,,4862,6256
HASA,LA AMARGA CHICA,LACH105,LACh-390(h),10,"91,5",10883,"2,5",10,20,,5563,6134
HASA,BANDURRIA SUR,LCAV132,LCav-678(h),25,"91,5",10900,"2,5",12,24,,4445,6221
HASA,NARAMBUENA,N4,N-36(h),13,"91,5",10916,"2,5",10,30,,5174,5980
HASA,BANDURRIA SUR,LCAV102,LCav-165(h),23,"91,5",10990,"4,2",10,30,,5400,6064
HASA,BAJO DEL TORO,BDTN7,BdTN-293(h),22,"91,5",11030,"3,3",10,30,,5066,5944
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),26,"91,5",11052,"4,2",12,24,,5974,6332
HASA,BAJO DEL TORO,BDTN7,BdTN-293(h),9,"91,5",11113,"3,3",10,20,,5846,6099
HASA,LA AMARGA CHICA,LACH83,LACh-273(h),14,"91,5",10910,"4,2",10,30,,5709,5699
HASA,LOMA CAMPANA,LC322,LLL-1829(h),49,"91,6",10600,"4,2",10,20,,5001,6174
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),4,"91,6",10738,"2,5",10,30,,5840,6124
HASA,LA AMARGA CHICA,LACH105,LACh-391(h),18,"91,6",10868,"3,3",10,20,,5038,5756
HASA,LA AMARGA CHICA,LACH83,LACh-275(h),22,"91,6",11025,"3,3",10,30,,5302,6040
HASA,NARAMBUENA,N4,N-37(h),51,"91,6",8482,"2,5",11,22,,2802,5310
HASA,BANDURRIA SUR,LCAV75,LCav-889(h),40,"91,7",10072,"1,7",12,24,,3664,6135
HASA,LA AMARGA CHICA,LACH149,LACh-596(h),16,"91,7",10200,"3,3",12,36,,4802,5506
HASA,BANDURRIA SUR,LCAV132,LCav-679(h),9,"91,7",10205,"2,5",10,30,,5474,6140
HASA,LA AMARGA CHICA,LACH105,LACh-389(h),45,"91,7",10411,"2,5",12,24,,3714,5646
HASA,LA AMARGA CHICA,LACH149,LACh-596(h),3,"91,7",10651,"3,3",10,30,,5841,5275
HASA,LOMA CAMPANA,LC322,LLL-1829(h),38,"91,7",10879,"5,8",10,20,,5726,6563
HASA,LA AMARGA CHICA,LACH60-2,LACh-418(h),36,"91,7",11045,"2,5",10,30,,5844,6475
HASA,LOMA CAMPANA,LC319,LLL-1784(h),48,"91,8",10977,"1,7",10,30,,4392,6625
HASA,LA AMARGA CHICA,LACH94,LACh-332(h),25,"91,8",9756,"2,5",10,30,,3668,6070
HASA,LA AMARGA CHICA,LACH94,LACh-330(h),11,"91,8",9828,"2,5",14,42,,4136,5997
HASA,BANDURRIA SUR,LCAV21,LCav-802(h),24,"91,8",10335,"5,8",10,30,FLUIDO,4122,6320
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),5,"91,8",10720,"2,5",10,30,,5790,6229
HASA,LA AMARGA CHICA,LACH105,LACh-392(h),15,"91,8",10894,"3,3",12,24,,5400,5776
HASA,BAJO DEL TORO,BDTN7,BdTN-285(h),15,"91,8",11011,"4,2",10,30,,5474,5906
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),42,"91,9",11057,"3,3",12,24,,5284,6284
HASA,LOMA CAMPANA,LC319,LLL-1784(h),50,"91,9",10559,"1,7",10,30,,4272,6612
HASA,BANDURRIA SUR,LCAV132,LCav-678(h),4,"91,9",10883,"3,3",10,30,,5704,6110
HASA,AGUADA DEL CHAÑAR,ADCH34,AdCh-1180(h),33,"91,9",9227,"2,5",10,30,,3978,5540
HASA,LA AMARGA CHICA,LACH67,LACh-208(h),72,"91,9",10370,"3,3",12,24,,3484,6745
HASA,LA ANGOSTURA SUR,LAJE29,LajE-107(h),22,"91,9",10838,"3,3",12,24,,5721,6048
HASA,LA AMARGA CHICA,LACH112,LACh-424(h),25,"91,9",11003,"5,0",12,24,,5664,6489
HASA,LA AMARGA CHICA,LACH135,LACh-532(h),38,"91,9",11010,"2,5",10,30,,4068,6492
HASA,BANDURRIA SUR,LCAV12-1,LCav-415(h),9,"91,9",11015,"2,5",12,24,,4342,6245
HASA,LA ANGOSTURA SUR,LAJE29,LajE-96(h),53,"91,9",10147,"3,3",12,24,,3625,5787
HASA,LA AMARGA CHICA,LACH177,LACh-705(h),2,"92,0",10709,"5,0",8,24,,7172,5542
HASA,LOMA CAMPANA,LC325,LLL-1864(h),77,"92,0",10996,"3,3",12,36,,3948,6418
HASA,AGUADA DEL CHAÑAR,ADCH57,AdCh-1257(h),21,"92,0",9008,"3,3",12,36,,4286,5333
HASA,BAJO DEL TORO,BDTN7,BdTN-293(h),52,"92,0",9260,"3,3",10,30,,3266,5726
HASA,BANDURRIA SUR,LCAV132,LCav-1000(h),35,"92,0",9613,"2,5",10,30,,3950,6281
HASA,LOMA CAMPANA,LC319,LLL-1785(h),61,"92,0",9631,"1,7",10,30,,3293,6704
HASA,AGUADA DEL CHAÑAR,ADCH34,AdCh-1267(h),37,"92,0",9734,"1,7",10,30,,3983,5569
HASA,LA AMARGA CHICA,LACH135,LACh-531(h),25,"92,0",9850,"3,3",10,30,,4526,6311
HASA,BANDURRIA SUR,LCAV132,LCav-137(h),22,"92,0",9890,"2,5",10,30,,4940,6248
HASA,LA AMARGA CHICA,LACH105,LACh-389(h),36,"92,0",9906,"2,5",12,24,,4254,5713
HASA,LA AMARGA CHICA,LACH67,LACh-206(h),35,"92,0",9938,"2,5",12,36,,3392,6540
HASA,CHAÑAR GRANDE,CHG-1,ChG.x-1(h),28,"92,0",9970,"5,0",10,30,,3394,6515
HASA,LA AMARGA CHICA,LACH149,LACh-592(h),12,"92,0",10004,"3,3",12,36,,4681,5882
HASA,BAJO DEL TORO,BDTN7,BdTN-277(h),53,"92,0",10020,"3,3",10,30,,3327,5720
HASA,LA AMARGA CHICA,LACH112,LACh-425(h),56,"92,0",10025,"2,5",12,24,,4174,6428
HASA,LA AMARGA CHICA,LACH60-2,LACh-416(h),78,"92,0",10091,"3,3",10,30,,3431,6379
HASA,LOMA CAMPANA,LC325,LLL-1862(h),95,"92,0",10095,"3,3",12,36,,3250,6197
HASA,LA AMARGA CHICA,LACH105,LACh-388(h),32,"92,0",10115,"2,5",10,20,,4483,5721
HASA,LOMA CAMPANA,LC322,LLL-1826(h),99,"92,0",10170,"4,2",8,24,,3362,6533
