CIA,Bloque,PAD,POZO,ETAPA,CAUDAL PROMEDIO(BPM),PRESION PROMEDIO (PSI),CFR,CLUSTER,DISPAROS,MPA I,TAPON (MTS),ISIP POST
SLB,LA ANGOSTURA SUR,LAJE45,LajE-164(h),4,"85,3",11082,"4,2",10,30,,5548,6050
SLB,LA ANGOSTURA SUR,LAJE56,LajE-60(h),8,"85,3",11125,"4,2",10,20,,5860,5505
SLB,LA ANGOSTURA SUR,LAJE14,LajE-185(h),3,"85,3",10930,"4,2",10,30,,6184,4730
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1043(h),10,"85,3",10862,"4,2",10,30,,5848,5680
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1048(h),4,"85,3",11094,"6,7",10,30,,5228,6090
SLB,LA AMARGA CHICA,LACH120,LACh-459(h),36,"85,4",11124,"4,2",10,30,,6084,6530
SLB,LA ANGOSTURA SUR,LAJE40,LajE-146(h),14,"85,4",10975,"5,0",10,30,FLUIDO,6027,5563
SLB,LA ANGOSTURA SUR,LAJE40,LajE-145(h),14,"85,4",11229,"4,2",10,30,FLUIDO,6269,5330
SLB,LA ANGOSTURA SUR,LAJE14,LajE-54(h),5,"85,4",10407,"4,2",10,30,,6128,5829
SLB,LOMA CAMPANA,LC325,LLL-1865(h),38,"85,4",11045,"4,2",10,30,,5677,5700
SLB,LOMA CAMPANA,LC325,LLL-1865(h),37,"85,4",11030,"4,2",10,30,,5737,5570
SLB,LOMA CAMPANA,LC343,LLL-2019(h),21,"85,5",10827,"4,2",10,30,,5785,6844
SLB,LA AMARGA CHICA,LACH120,LACh-458(h),68,"85,5",11109,"3,3",10,30,,4720,6893
SLB,LOMA CAMPANA,LC325,LLL-1865(h),16,"85,5",11014,"4,2",8,24,,6793,5860
SLB,BANDURRIA SUR,LCAV171,LCav-749(h),28,"85,5",9494,"3,3",10,20,,4461,6581
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),13,"85,5",10082,"5,0",10,30,,5530,6416
SLB,LA ANGOSTURA SUR,LAJE25,LajE-93(h),4,"85,5",10809,"3,3",10,20,,6585,5391
SLB,LA AMARGA CHICA,LACH120,LACh-816(h),59,"85,5",10971,"4,2",10,30,,4906,6794
SLB,ENTRE LAGOS,ELG1,ELg-19(h),16,"85,6",11144,"5,0",10,20,FLUIDO,5928,6460
SLB,LOMA CAMPANA,LC223,LLL-1459(h),45,"85,6",11156,"4,2",10,30,,5627,6015
SLB,ENTRE LAGOS,ELG4,ELg-26(h),19,"85,6",10978,"4,2",10,20,,6252,6173
SLB,LA AMARGA CHICA,LACH120,LACh-459(h),39,"85,6",11145,"4,2",10,30,,5934,6602
SLB,LA AMARGA CHICA,LACH120,LACh-816(h),46,"85,6",11162,"4,2",10,30,,5556,6710
SLB,LOMA CAMPANA,LC325,LLL-1866(h),9,"85,6",11010,"4,2",8,24,,7157,5959
SLB,BANDURRIA SUR,LCAV193,LCav-849(h),32,"85,6",10301,"3,3",12,36,,4187,7000
SLB,LA ANGOSTURA SUR,LAJE40,LajE-146(h),21,"85,6",11184,"6,7",10,30,FLUIDO,5607,6235
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),2,"85,6",10849,"6,7",10,30,FLUIDO,6080,6490
SLB,LA ANGOSTURA SUR,LAJE25,LajE-103(h),2,"85,6",11166,"5,8",10,30,FLUIDO,6806,5350
SLB,LOMA CAMPANA,LC325,LLL-1865(h),31,"85,6",11075,"4,2",8,24,,6073,5730
SLB,LOMA CAMPANA,LC325,LLL-1865(h),23,"85,7",11023,"4,2",8,24,,6457,5861
SLB,LOMA CAMPANA,LC343,LLL-2021(h),14,"85,7",11080,"4,2",10,30,,5974,6990
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1043(h),14,"85,7",9715,"4,2",10,30,,5608,5612
SLB,BANDURRIA SUR,LCAV138,LCav-196(h),10,"85,7",9616,"5,0",10,30,,5028,6587
SLB,LA ANGOSTURA SUR,LAJE13,LajE-77(h),11,"85,7",11055,"5,8",8,24,,6000,6429
SLB,LA ANGOSTURA SUR,LAJE13,LajE-77(h),21,"85,7",11028,"4,2",12,24,,5460,6120
SLB,ENTRE LAGOS,ELG4,ELg-101(h),16,"85,7",11120,"3,3",8,24,,6566,6238
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1043(h),12,"85,8",10250,"4,2",10,30,,5728,5619
SLB,LA ANGOSTURA SUR,LAJE25,LajE-103(h),6,"85,8",10922,"4,2",10,30,,6526,5520
SLB,LA AMARGA CHICA,LACH120,LACh-456(h),6,"85,8",10994,"4,2",10,30,,5540,6603
SLB,LOMA CAMPANA,LC223,LLL-1459(h),37,"85,8",11233,"4,2",10,30,,6027,6015
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1047(h),37,"85,8",9208,"3,3",10,30,,3809,5774
SLB,LOMA CAMPANA,LC343,LLL-2022(h),57,"85,8",11046,"7,5",10,30,,4674,7057
SLB,LA ANGOSTURA SUR,LAJE40,LajE-145(h),3,"85,8",11153,"4,2",10,30,,6819,5500
SLB,LOMA CAMPANA,LC325,LLL-1863(h),11,"85,8",10984,"3,3",8,24,,7118,5676
SLB,LOMA CAMPANA,LC325,LLL-1861(h),9,"85,8",9998,"4,2",10,30,,7824,6136
SLB,ENTRE LAGOS,ELG1,ELg-34(h),11,"85,8",11105,"5,0",8,24,,6162,6357
SLB,LA ANGOSTURA SUR,LAJE25,LajE-92(h),16,"85,9",11175,"3,3",10,20,,5904,5473
SLB,LOMA CAMPANA,LC343,LLL-2019(h),17,"85,9",10916,"4,2",10,30,,5985,6969
SLB,LA AMARGA CHICA,LACH120,LACh-457(h),35,"85,9",11152,"4,2",10,30,,6358,6240
SLB,LA ANGOSTURA SUR,LAJE40,LajE-146(h),40,"85,9",11050,"2,5",10,30,FLUIDO,4467,5428
SLB,LOMA CAMPANA,LC325,LLL-1866(h),29,"85,9",10994,"4,2",8,24,,6197,5662
SLB,LA ANGOSTURA SUR,LAJE56,LajE-61(h),13,"85,9",11157,"4,2",10,20,FLUIDO,5656,5840
SLB,LOMA CAMPANA,LC343,LLL-2020(h),19,"86,0",10930,"4,2",10,30,,5796,6826
SLB,LA ANGOSTURA SUR,LAJE40,LajE-198(h)(I),12,"86,0",11235,"7,5",10,30,FLUIDO,6256,5662
SLB,LOMA CAMPANA,LC325,LLL-1865(h),30,"86,0",11144,"4,2",8,24,,6121,5805
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),15,"86,0",10371,"4,2",10,30,,5430,6330
SLB,LA AMARGA CHICA,LACH115,LACh-437(h),6,"86,0",10307,"4,2",10,20,,5925,6804
SLB,LA ANGOSTURA SUR,LAJE15,LajE-57(h),9,"86,0",10572,"4,2",8,24,,5955,5980
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),59,"86,0",10658,"5,0",10,30,,4215,6452
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),57,"86,0",10735,"4,2",10,30,,3834,7201
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-553(h),61,"86,0",10743,"5,0",10,30,FLUIDO,3538,6745
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),29,"86,0",10750,"7,5",10,30,,5209,6970
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),64,"86,0",10792,"5,0",10,30,,3965,6860
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),3,"86,0",10871,"7,5",10,20,FLUIDO,5833,6755
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),27,"86,0",10902,"5,8",10,30,,5309,6828
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-553(h),34,"86,0",10904,"7,5",10,30,,4920,7030
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),56,"86,0",10913,"6,7",10,30,CLEAN SWEEP,4365,6724
SLB,LA AMARGA CHICA,LACH115,LACh-439(h),18,"86,0",10956,"4,2",10,20,,5053,6506
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-553(h),32,"86,0",10991,"6,7",10,30,,5020,7540
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),44,"86,0",11001,"6,7",10,30,,4965,6942
SLB,LA ANGOSTURA SUR,LAJE15,LajE-56(h),7,"86,0",11019,"4,2",8,24,,6072,6008
SLB,BARREAL GRANDE,BAG14,BaG-7(h),31,"86,0",11032,"2,5",10,30,,4145,6244
SLB,ENTRE LAGOS,ELG1,ELg-18(h),17,"86,0",11034,"5,8",10,20,,5260,6336
SLB,LA ANGOSTURA SUR,LAJE15,LajE-56(h),4,"86,0",11044,"5,0",8,24,,6192,5890
SLB,ENTRE LAGOS,ELG1,ELg-19(h),19,"86,0",11049,"5,0",10,20,FLUIDO,5778,6800
SLB,LOMA CAMPANA,LC223,LLL-1459(h),61,"86,0",11076,"5,8",10,30,,4827,6131
SLB,LA AMARGA CHICA,LACH257,LACh-1030(h),24,"86,0",11083,"4,2",10,30,,5880,5978
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),22,"86,0",11092,"6,7",10,30,,5559,7688
SLB,BARREAL GRANDE,BAG14,BaG-7(h),9,"86,0",11108,"3,3",10,30,,5465,6443
SLB,LA AMARGA CHICA,LACH257,LACh-1031(h),17,"86,0",11196,"4,2",8,24,,6533,6326
SLB,LA ANGOSTURA SUR,LAJE13,LajE-76(h),7,"86,0",11059,"4,2",8,24,,6242,6631
SLB,LA ANGOSTURA SUR,LAJE14,LajE-52(h),4,"86,0",10209,"3,3",10,30,,6134,5680
SLB,LOMA CAMPANA,LC325,LLL-1866(h),35,"86,0",10936,"4,2",10,30,,5885,5645
SLB,LA AMARGA CHICA,LACH120,LACh-459(h),60,"86,1",11105,"4,2",10,30,,4898,6951
SLB,LOMA CAMPANA,LC325,LLL-1865(h),34,"86,1",11124,"4,2",10,30,,5917,5625
SLB,LA ANGOSTURA SUR,LAJE25,LajE-92(h),2,"86,1",11159,"5,0",10,30,,6744,5479
SLB,LA ANGOSTURA SUR,LAJE25,LajE-93(h),2,"86,1",11076,"6,7",10,30,FLUIDO,6705,5535
SLB,LA AMARGA CHICA,LACH120,LACh-458(h),48,"86,1",11211,"3,3",10,30,,5720,7012
SLB,LOMA CAMPANA,LC335,SOil-478(h),58,"86,1",11024,"3,3",12,24,,4652,6723
SLB,LA ANGOSTURA SUR,LAJE25,LajE-90(h),7,"86,1",11027,"4,2",10,30,,6358,5409
SLB,LA ANGOSTURA SUR,LAJE25,LajE-93(h),9,"86,1",11080,"4,2",10,30,,6285,5394
SLB,LA ANGOSTURA SUR,LAJE45,LajE-167(h),29,"86,1",11057,"4,2",10,30,,5270,6270
SLB,BANDURRIA SUR,LCAV138,LCav-198(h),1,"86,2",10220,"7,5",10,30,FLUIDO,5113,6135
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-552(h),49,"86,2",10811,"5,8",10,30,FLUIDO,4209,6910
SLB,LOMA CAMPANA,LC335,SOil-473(h),34,"86,2",11083,"5,0",10,30,,6182,6637
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),34,"86,2",10812,"5,8",10,30,FLUIDO,3973,6844
SLB,LA AMARGA CHICA,LACH120,LACh-816(h),58,"86,2",11038,"4,2",10,30,,4956,6920
SLB,LOMA CAMPANA,LC343,LLL-2020(h),15,"86,2",11056,"4,2",10,30,,5996,6702
SLB,LOMA CAMPANA,LC343,LLL-2022(h),45,"86,3",11123,"4,2",10,30,,5274,6730
SLB,LA ANGOSTURA SUR,LAJE13,LajE-78(h),11,"86,3",11125,"4,2",12,24,,5860,6100
SLB,BANDURRIA SUR,LCAV193,LCav-849(h),21,"86,3",10586,"4,2",10,30,,4846,6588
SLB,LOMA CAMPANA,LC333,LLL-1910(h),7,"86,3",10340,"4,2",10,30,,5243,6270
SLB,LA ANGOSTURA SUR,LAJE56,LajE-61(h),43,"86,3",8413,"4,2",10,20,,4155,5794
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-553(h),43,"86,3",10823,"5,0",10,30,,4470,6789
SLB,ENTRE LAGOS,ELG1,ELg-33(h),8,"86,3",11079,"5,0",8,24,,6263,6846
SLB,LOMA CAMPANA,LC343,LLL-2020(h),17,"86,3",11044,"4,2",10,30,,5896,7054
SLB,LOMA CAMPANA,LC333,LLL-1910(h),4,"86,3",9852,"4,2",10,30,,5420,6077
SLB,LOMA CAMPANA,LC223,LLL-1699(h),24,"86,3",11180,"4,2",8,24,,6604,5995
SLB,LOMA CAMPANA,LC325,LLL-1866(h),39,"86,3",11004,"3,3",10,30,,5645,5789
SLB,BANDURRIA SUR,LCAV138,LCav-196(h),4,"86,4",9948,"5,0",10,30,,5388,6290
SLB,LOMA CAMPANA,LC343,LLL-2020(h),20,"86,4",11168,"4,2",10,30,,5746,6920
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1044(h),4,"86,4",11038,"4,2",10,30,,5926,6222
SLB,LOMA CAMPANA,LC325,LLL-1865(h),39,"86,4",11018,"3,3",10,30,,5617,5729
SLB,LA ANGOSTURA SUR,LAJE14,LajE-54(h),19,"86,4",10962,"4,2",10,30,,5148,5920
SLB,LOMA CAMPANA,LC343,LLL-2019(h),25,"86,4",11102,"4,2",10,30,,5585,6900
SLB,LA ANGOSTURA SUR,LAJE25,LajE-102(h),3,"86,4",11317,"5,8",10,30,,6671,5531
SLB,LA AMARGA CHICA,LACH176,LACh-703(h),51,"86,4",8183,"3,3",12,36,,3454,5931
SLB,LA ANGOSTURA SUR,LAJE15,LajE-67(h),17,"86,5",10879,"5,0",8,24,,6037,5805
SLB,LOMA CAMPANA,LC223,LLL-1459(h),42,"86,5",11085,"4,2",10,30,,5777,6044
SLB,LA ANGOSTURA SUR,LAJE45,LajE-164(h),3,"86,5",11022,"4,2",10,30,,5608,5940
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),14,"86,5",11068,"5,8",10,30,FLUIDO,5173,6622
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),24,"86,6",11084,"6,7",10,30,FLUIDO,4573,6289
SLB,ENTRE LAGOS,ELG4,ELg-101(h),30,"86,6",11065,"4,2",10,20,,5886,6543
SLB,LOMA CAMPANA,LC325,LLL-1861(h),10,"86,6",10296,"4,2",10,30,,7774,6312
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1195(h),3,"86,6",10970,"5,0",10,30,,6102,5290
SLB,LA AMARGA CHICA,LACH120,LACh-816(h),51,"86,6",11041,"4,2",10,30,,5306,6700
SLB,BANDURRIA SUR,LCAV193,LCav-225(h)(I),19,"86,6",10067,"4,2",10,30,,5214,6611
SLB,LA AMARGA CHICA,LACH120,LACh-816(h),61,"86,7",11178,"4,2",10,30,,4806,6750
SLB,LA AMARGA CHICA,LACH120,LACh-457(h),42,"86,7",11109,"4,2",10,30,,6008,6180
SLB,ENTRE LAGOS,ELG4,ELg-27(h),37,"86,7",11091,"4,2",10,20,,4452,6286
SLB,LOMA CAMPANA,LC223,LLL-1459(h),39,"86,7",11124,"4,2",10,30,,5927,6169
SLB,ENTRE LAGOS,ELG1,ELg-34(h),13,"86,7",11016,"5,0",8,24,FLUIDO,6082,6207
SLB,BANDURRIA SUR,LCAV138,LCav-196(h),5,"86,7",9725,"5,0",10,30,,5328,6220
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1045(h),5,"86,7",11027,"4,2",10,30,,5764,6412
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1045(h),3,"86,7",11050,"4,2",10,30,,5884,6257
SLB,BANDURRIA SUR,LCAV193,LCav-226(h),16,"86,7",9701,"5,0",10,30,,5004,6520
SLB,LOMA CAMPANA,LC335,SOil-473(h),33,"86,7",11192,"5,0",10,30,,6242,6735
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),2,"86,7",10011,"7,5",10,30,FLUIDO,5191,6250
SLB,LA ANGOSTURA SUR,LAJE45,LajE-167(h),19,"86,7",10893,"4,2",10,30,,5870,6390
SLB,LOMA CAMPANA,LC325,LLL-1863(h),33,"86,7",11022,"3,3",8,24,,6062,5777
SLB,LA ANGOSTURA SUR,LAJE56,LajE-60(h),2,"86,8",10311,"6,7",10,30,FLUIDO,6160,6120
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),3,"86,8",10764,"4,2",10,30,,6030,6834
SLB,LA ANGOSTURA SUR,LAJE14,LajE-53(h),1,"86,8",10523,"6,7",10,30,FLUIDO,6332,5280
SLB,BANDURRIA SUR,LCAV193,LCav-850(h)(I),9,"86,8",10773,"5,0",10,30,,5730,6907
SLB,LOMA CAMPANA,LC343,LLL-2020(h),27,"86,8",11076,"4,2",10,30,,5396,7616
SLB,LA ANGOSTURA SUR,LAJE40,LajE-147(h),12,"86,8",11118,"4,2",10,30,,5937,5435
SLB,LA ANGOSTURA SUR,LAJE25,LajE-90(h),6,"86,8",11228,"5,0",10,20,,6428,5622
SLB,BANDURRIA SUR,LCAV138,LCav-195(h),31,"86,8",9318,"5,0",10,30,,3985,6250
SLB,BANDURRIA SUR,LCAV193,LCav-225(h)(I),18,"86,8",10018,"4,2",10,30,,5264,6580
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),5,"86,8",9615,"5,0",10,30,,5011,6404
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),13,"86,8",11125,"6,7",10,30,FLUIDO,5233,7031
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1195(h),11,"86,8",11031,"4,2",10,30,,5622,5333
SLB,LOMA CAMPANA,LC343,LLL-2019(h),34,"86,9",11115,"4,2",10,30,,5135,6800
SLB,LOMA CAMPANA,LC335,SOil-478(h),57,"86,9",11123,"4,2",12,24,,4712,6852
SLB,LA ANGOSTURA SUR,LAJE14,LajE-186(h),30,"86,9",8490,"4,2",10,30,,3744,5795
SLB,LA ANGOSTURA SUR,LAJE40,LajE-147(h),24,"86,9",11060,"4,2",10,30,FLUIDO,5217,5859
SLB,BANDURRIA SUR,LCAV138,LCav-195(h),11,"86,9",9835,"5,0",10,30,,5185,6074
SLB,LA ANGOSTURA SUR,LAJE45,LajE-167(h),23,"86,9",10892,"4,2",10,30,,5630,6332
SLB,LA ANGOSTURA SUR,LAJE14,LajE-51(h),2,"86,9",10889,"6,7",10,30,FLUIDO,6264,5200
SLB,LOMA CAMPANA,LC325,LLL-1866(h),8,"87,0",10942,"3,3",8,24,,7205,5637
SLB,LA ANGOSTURA SUR,LAJE40,LajE-197(h),14,"87,0",11153,"4,2",10,30,FLUIDO,6138,5722
SLB,LOMA CAMPANA,LC325,LLL-1863(h),9,"87,0",11129,"4,2",8,24,,7214,5938
SLB,BANDURRIA SUR,LCAV138,LCav-195(h),30,"87,0",9471,"5,0",10,30,,4045,6303
SLB,LA ANGOSTURA SUR,LAJE14,LajE-186(h),43,"87,0",7794,"4,2",11,33,,2834,5700
SLB,LA ANGOSTURA SUR,LAJE14,LajE-185(h),6,"87,0",9771,"4,2",10,30,,5974,5210
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),30,"87,0",10220,"5,0",10,30,FLUIDO,4213,6570
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1048(h),28,"87,0",8896,"3,3",10,30,,3788,5720
SLB,BANDURRIA SUR,LCAV171,LCav-743(h),20,"87,0",9569,"4,2",10,20,,4908,6444
SLB,ENTRE LAGOS,ELG1,ELg-18(h),23,"87,0",9763,"4,2",10,20,FLUIDO,4960,6501
SLB,LOMA CAMPANA,LC330,LLL-1962(h),16,"87,0",10409,"7,5",12,24,FLUIDO,5505,6090
SLB,LOMA CAMPANA,LC330,LLL-1965(h),13,"87,0",10409,"4,2",12,24,,5713,5900
SLB,LA ANGOSTURA SUR,LAJE12,LajE-152(h),11,"87,0",10485,"4,2",10,20,,5157,5610
SLB,BARREAL GRANDE,BAG14,BaG-7(h),3,"87,0",10661,"4,2",10,30,,5813,6348
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),63,"87,0",10673,"5,0",10,30,,4015,6915
SLB,RINCON DEL MANGRULLO SUR,RDMS100,RDMS-551(h),38,"87,0",10716,"7,5",10,30,,5265,6849
SLB,ENTRE LAGOS,ELG1,ELg-18(h),8,"87,0",10803,"5,0",10,20,,5710,6622
SLB,ENTRE LAGOS,ELG1,ELg-33(h),30,"87,0",10883,"4,2",10,20,FLUIDO,5243,6642
SLB,LOMA CAMPANA,LC330,LLL-1965(h),5,"87,0",11007,"4,2",8,24,,6167,5695
SLB,LOMA CAMPANA,LC330,LLL-1963(h),22,"87,0",11017,"4,2",12,24,,5119,6450
SLB,LA AMARGA CHICA,LACH257,LACh-1030(h),18,"87,0",11045,"4,2",10,30,,6240,6242
SLB,LA ANGOSTURA SUR,LAJE15,LajE-56(h),9,"87,0",11067,"4,2",8,24,,5992,6102
SLB,BARREAL GRANDE,BAG14,BaG-7(h),8,"87,0",11067,"3,3",10,30,,5525,6426
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),6,"87,0",11087,"7,5",10,20,FLUIDO,5653,6176
SLB,ENTRE LAGOS,ELG1,ELg-19(h),24,"87,0",11093,"5,0",10,20,,5528,6189
SLB,BARREAL GRANDE,BAG14,BaG-5(h),8,"87,0",11143,"3,3",10,30,,5498,6185
SLB,LA AMARGA CHICA,LACH257,LACh-1029(h)(I),20,"87,0",11173,"4,2",8,24,,6040,6620
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),35,"87,0",10274,"4,2",10,30,FLUIDO,3913,6765
SLB,LOMA CAMPANA,LC335,SOil-476(h),39,"87,0",11086,"3,3",10,30,,6092,6709
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),3,"87,0",9600,"5,0",10,30,,5131,6160
SLB,AGUADA DEL CHAÑAR,ADCH38,AdCh-1197(h),18,"87,0",10766,"4,2",12,24,,5150,5440
SLB,LOMA CAMPANA,LC325,LLL-1866(h),28,"87,0",10970,"3,3",8,24,,6245,5896
SLB,LA ANGOSTURA SUR,LAJE14,LajE-53(h),17,"87,1",9778,"4,2",10,30,,5212,4850
SLB,LA ANGOSTURA SUR,LAJE14,LajE-186(h),17,"87,1",9316,"5,0",10,30,,4654,5590
SLB,LA ANGOSTURA SUR,LAJE40,LajE-147(h),13,"87,1",10923,"4,2",10,30,,5877,4980
SLB,BANDURRIA SUR,LCAV171,LCav-745(h),20,"87,1",9510,"3,3",10,20,,4843,7186
SLB,LA ANGOSTURA SUR,LAJE40,LajE-198(h)(I),17,"87,1",11165,"5,8",10,30,FLUIDO,5956,5709
SLB,LA AMARGA CHICA,LACH120,LACh-456(h),36,"87,1",11064,"4,2",10,30,,4040,6593
SLB,BANDURRIA SUR,LCAV138,LCav-196(h),30,"87,2",9066,"5,0",10,30,,3828,6386
SLB,BANDURRIA SUR,LCAV193,LCav-225(h)(I),7,"87,2",10714,"4,2",10,30,,5814,6753
SLB,LA ANGOSTURA SUR,LAJE40,LajE-198(h)(I),16,"87,2",10959,"4,2",10,30,,6016,6192
SLB,LOMA CAMPANA,LC325,LLL-1863(h),19,"87,2",11045,"4,2",8,24,,6734,5692
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),31,"87,2",11107,"5,8",10,30,FLUIDO,4153,6530
SLB,BANDURRIA SUR,LCAV193,LCav-848(h),2,"87,3",10411,"7,5",10,30,FLUIDO,5950,6913
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1043(h),5,"87,3",10962,"4,2",10,30,,6148,5888
SLB,LA ANGOSTURA SUR,LAJE40,LajE-197(h),12,"87,3",10871,"6,7",10,30,FLUIDO,6258,6101
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1045(h),2,"87,3",11032,"4,2",10,30,,5946,6011
SLB,LA ANGOSTURA SUR,LAJE45,LajE-165(h),3,"87,3",11097,"4,2",10,30,,5692,5645
SLB,LA AMARGA CHICA,LACH120,LACh-457(h),51,"87,3",11022,"4,2",10,30,,5558,6388
SLB,LA AMARGA CHICA,LACH120,LACh-456(h),18,"87,3",11127,"4,2",10,30,,4940,6809
SLB,LA ANGOSTURA SUR,LAJE13,LajE-76(h),10,"87,4",11106,"4,2",12,24,,6098,5870
SLB,LOMA CAMPANA,LC325,LLL-1861(h),5,"87,4",10919,"6,7",7,21,,8009,6333
SLB,BANDURRIA SUR,LCAV193,LCav-849(h),12,"87,4",10582,"5,0",10,30,,5380,6720
SLB,LA ANGOSTURA SUR,LAJE13,LajE-76(h),13,"87,4",11172,"5,0",12,24,,5918,5953
SLB,BANDURRIA SUR,LCAV171,LCav-741(h),23,"87,4",9410,"3,3",10,20,,4896,6798
SLB,LA ANGOSTURA SUR,LAJE13,LajE-77(h),10,"87,4",11002,"4,2",8,24,,6048,6120
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),12,"87,4",11146,"6,7",10,30,FLUIDO,5293,6657
SLB,LOMA CAMPANA,LC223,LLL-1458(h),37,"87,5",11098,"4,2",10,30,,5573,6133
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1045(h),6,"87,5",10956,"4,2",10,30,,5704,6285
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),21,"87,5",11107,"5,8",10,30,FLUIDO,4753,6754
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1046(h),8,"87,5",10100,"4,2",10,30,,5329,6345
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),15,"87,5",11023,"7,5",10,30,FLUIDO,5113,7155
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1048(h),5,"87,5",10496,"4,2",10,30,,5168,6177
SLB,LOMA CAMPANA,LC223,LLL-1458(h),36,"87,5",11111,"4,2",10,30,,5633,6120
SLB,LOMA CAMPANA,LC325,LLL-1865(h),43,"87,6",11011,"4,2",10,30,,5377,5841
SLB,BANDURRIA SUR,LCAV138,LCav-197(h),1,"87,6",10410,"7,5",10,30,FLUIDO,5251,6290
SLB,LOMA CAMPANA,LC325,LLL-1863(h),12,"87,6",10980,"3,3",8,24,,7070,5697
SLB,LOMA CAMPANA,LC343,LLL-2022(h),58,"87,6",11062,"5,8",10,30,,4624,6818
SLB,AGUADA DEL CHAÑAR,ADCH8,AdCh-1043(h),16,"87,6",9958,"4,2",10,30,,5488,5911
SLB,LOMA CAMPANA,LC325,LLL-1866(h),26,"87,6",10958,"5,8",8,24,,6341,5920
SLB,BANDURRIA SUR,LCAV138,LCav-198(h),22,"87,6",9393,"5,0",10,30,,3853,6583
SLB,LA AMARGA CHICA,LACH120,LACh-459(h),47,"87,7",11294,"4,2",10,30,,5548,6710
SLB,LA ANGOSTURA SUR,LAJE25,LajE-103(h),9,"87,7",11149,"5,0",10,30,,6316,5250
SLB,LA ANGOSTURA SUR,LAJE14,LajE-54(h),40,"87,7",8608,"4,2",10,30,,3678,5870
SLB,LOMA CAMPANA,LC343,LLL-2019(h),27,"87,7",11189,"4,2",10,30,,5485,6900
SLB,ENTRE LAGOS,ELG1,ELg-18(h),1,"87,7",11145,"8,3",8,24,,6050,6095
SLB,LOMA CAMPANA,LC325,LLL-1863(h),13,"87,7",11057,"4,2",8,24,,7022,5932
SLB,LOMA CAMPANA,LC343,LLL-2021(h),18,"87,7",11174,"4,2",10,30,,5774,7047
SLB,BAJO DEL TORO,BdT.x-100(h),BdT.x-100(h),17,"87,7",11189,"7,5",10,30,FLUIDO,4993,6543
SLB,LA ANGOSTURA SUR,LAJE13,LajE-78(h),10,"87,7",11055,"3,3",12,24,,5920,6095
